"Realized net gain (loss) on equity securities sold during the
period","$ 1,196",,$ (442),,$ 690
"Unrealized net gain (loss) on marketable equity securities 1,335 (3,242) 790",,,,,
Unrealized net gain (loss) on non-marketable equity securities(1),"9,849",,229,,"(1,088)"
"Total gain (loss) on equity securities in other income
(expense), net $ 12,380 $ (3,455) $ 392",,,,,
