Government bonds,"$ 1,456",,$ (22),,"$ 13,897",,$ (657),"$ 15,353 $ (679)"
"Corporate debt securities 827 (5) 15,367 (592) 16,194 (597)",,,,,,,,
"Mortgage-backed and asset-backed
securities","2,945",,(26),,"7,916",,(608),"10,861 (634)"
"Total $ 5,228 $ (53) $ 37,180 $ (1,857) $ 42,408 $ (1,910)",,,,,,,,
